Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2990_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2990_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2990,0.641
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2991_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2991_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2991,0.127
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2992_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2992_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Wide host range VirA protein ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2992,0.722
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2993_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2993_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Corrinoid protein reactivation complex with activator ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2993,0.875
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2994_ESMFold_uroporphyrinogen_decarboxylase_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2994_ESMFold_uroporphyrinogen_decarboxylase_family_protein.pdb,ESMFold,uroporphyrinogen decarboxylase family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2994,0.976
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2995_ESMFold_cobalamin-dependent_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2995_ESMFold_cobalamin-dependent_protein.pdb,ESMFold,cobalamin-dependent protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2995,0.901
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2996_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2996_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2996,0.481
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2997_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2997_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2997,0.872
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2998_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2998_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2998,0.359
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2999_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2999_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2999,0.794
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3000_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3000_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Iron-sulfur flavoprotein CD630_04720 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3000,0.943
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3001_ESMFold_TetR-AcrR_family_transcriptional_regulator.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3001_ESMFold_TetR-AcrR_family_transcriptional_regulator.pdb,ESMFold,TetR-AcrR family transcriptional regulator,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3001,0.901
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3002_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3002_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3002,0.299
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3003_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3003_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Protein HflK ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3003,0.703
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3004_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot031/ranking_debug.json,AlphaFold2.3,structural match to: AP-3 complex subunit delta-1 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3004,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3005_ESMFold_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3005_ESMFold_MFS_transporter.pdb,ESMFold,MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3005,0.935
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3006_ESMFold_alpha-beta_fold_hydrolase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3006_ESMFold_alpha-beta_fold_hydrolase.pdb,ESMFold,alpha-beta fold hydrolase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3006,0.893
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3007_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3007_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3007,0.751
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3008_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3008_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Actin-1 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3008,0.959
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3009_ESMFold_Rab_family_GTPase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3009_ESMFold_Rab_family_GTPase.pdb,ESMFold,Rab family GTPase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3009,0.924
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3010_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3010_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: p34-p44 complex ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3010,0.466
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3011_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3011_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3011,0.279
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3012_ESMFold_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3012_ESMFold_MFS_transporter.pdb,ESMFold,MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3012,0.939
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3013_ESMFold_OFA_family_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3013_ESMFold_OFA_family_MFS_transporter.pdb,ESMFold,OFA family MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3013,0.949
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3014_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3014_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3014,0.231
